ID,Name,Latitude,Longitude,Photo_Name,Photo_Path,State,County,NBI_Structure_Number,Year_Built_Text,Year_Rehabilitated_Text,Year_Built,Year_Demolished,Type,Subtype,Recognition,Length_Main_Span_Total,Builder_Contractor,Year_Photographed,Notes,,
3422,Industry Road Bridge,40.275028,-79.7994,PAAM_SR2017IndustryRdWildcatRun.jpg,pa/allegheny/monongahela/,Pennsylvania,Allegheny,022017015000000,ca. 1915,1938,1915,,Arch,Segmental stone arch,,34,Allegheny County,2008,The bridge widened in 1938 with the addition on two T beams to each side. New railings and a new deck were placed at that time.,,
2214,Inks Lake Bridge,30.748562,-98.398243,TXBU_TX29BrInksLakeColoradoR.jpg,tx/burnet/,Pennsylvania,"Burnet, Llano",140270015005048,2003,,2003,,Beam,Weathering steel multi-beam,,1530,,2008,"In 2003, the bridge was built to replace the adjacent old Inks Lake Bridge. As part of the project, the TX 29 alignment was straightened and the road widened to two lanes in each direction.",,
1692,Inks Lake Bridge (Bypassed),30.748157,-98.397986,TXBU_OldFM29BrInksLakeColoradoR.jpg,tx/burnet/,Pennsylvania,"Burnet, Llano",140270015005013,1937,,1937,,Thru Truss,Parker riveted,Listed on the National Register of Historic Places,200 / 1379,"Texas Highway Department, Austin Bridge Company (Contractor)",2008,"In the 1930's, a series of lakes were created along the Colorado River for flood control and for hydroelectric power. In preparation for the lake, the Inks Lake Bridge was constructed in 1937 over the Colorado River for FM 29. The bridge is an example of a state-standard Parker truss. In 1938, the dam was completed and the lake formed. The lake was named after Roy Inks, one of the Lower Colorado River Authority's board members. ",,
1946,Interstate 64 Big Sandy River Bridge (Eastbound),38.381591,-82.593831,KYBO_I-64BigSandyRiver.jpg,ky/boyd/,Pennsylvania,"Boyd, Wayne",50A182,1962,1998 (superstructure replacement),1962,,Deck Girder,Continuous deck girder,,228 / 1123 (EB); 228 / 1115 (WB),,2005,"The Interstate 64 Bridge over the Big Sandy River was constructed in 1962 as a haunched deck girder. The superstructure was replaced in 1998, though the original piers remain. However, the new high strength steel girders are much shorter than the old haunched deck girders. Note the concrete extensions on the top of the piers in the photograph.",,
1946,Interstate 64 Big Sandy River Bridge (Westbound),38.381591,-82.593831,KYBO_I-64BigSandyRiver.jpg,ky/boyd/,Pennsylvania,"Boyd, Wayne",50A183,1962,1998 (superstructure replacement),1962,,Deck Girder,Continuous deck girder,,228 / 1123 (EB); 228 / 1115 (WB),,2005,"The Interstate 64 Bridge over the Big Sandy River was constructed in 1962 as a haunched deck girder. The superstructure was replaced in 1998, though the original piers remain. However, the new high strength steel girders are much shorter than the old haunched deck girders. Note the concrete extensions on the top of the piers in the photograph.",,
1925,Interstate 64 Guyandotte River Bridge (Eastbound),38.422134,-82.298938,WVCA_I-64BrGuyandotteR.jpg,wv/cabell/,West Virginia,Cabell,06A141,1959,,1959,,Beam,Deck steel girder,,"138 / 1218 (EB), 138 / 1218 (WB)",,2005,"The 1959 Interstate 64 Guyandotte River Bridges are part of the first generation of interstate highway bridges, built soon after passage of the 1956 Interstate Highway Act. The bridges probably are the longest over the entire Guyandotte River.",,
1925,Interstate 64 Guyandotte River Bridge (Westbound),38.422134,-82.298938,WVCA_I-64BrGuyandotteR.jpg,wv/cabell/,West Virginia,Cabell,06A188,1959,,1959,,Beam,Deck steel girder,,"138 / 1218 (EB), 138 / 1218 (WB)",,2005,"The 1959 Interstate 64 Guyandotte River Bridges are part of the first generation of interstate highway bridges, built soon after passage of the 1956 Interstate Highway Act. The bridges probably are the longest over the entire Guyandotte River.",,
3261,Interstate 70 Bridge over Caldwell Avenue (Eastbound),40.170696,-80.273275,PAWA_I70OverCaldwellAve.jpg,pa/washington/,Pennsylvania,Washington,620070015400000,1960,1993,1960,,Beam,Deck girder and floorbeam system,,"142 / 569 (EB), 137 / 431 (WB)",,2009,"The Pennsylvania Department of Highways built a new limited access highway, Legislative Route 71, to connect the Pennsylvania Turnpike in New Stanton with US 40 in Washington in the late 1940's and early 1950's. After the Interstate Highway Act was signed, the freeway was extended to connect Wheeling, West Virginia, and beyond. The 1960 deck girder is an early interstate era bridge. As opposed to newer multi-beam girder bridges, this example is a fracture critical deck girder, in which perpendicular floorbeams support the deck on top of the two parallel main girders. A similar bridge over Jefferson Avenue (PA 18) was replaced in the early 1990's I-70 reconstruction.",,
3261,Interstate 70 Bridge over Caldwell Avenue (Westbound),40.170696,-80.273275,PAWA_I70OverCaldwellAve.jpg,pa/washington/,Pennsylvania,Washington,620070015500000,1960,1993,1960,,Beam,Deck girder and floorbeam system,,"142 / 569 (EB), 137 / 431 (WB)",,2009,"The Pennsylvania Department of Highways built a new limited access highway, Legislative Route 71, to connect the Pennsylvania Turnpike in New Stanton with US 40 in Washington in the late 1940's and early 1950's. After the Interstate Highway Act was signed, the freeway was extended to connect Wheeling, West Virginia, and beyond. The 1960 deck girder is an early interstate era bridge. As opposed to newer multi-beam girder bridges, this example is a fracture critical deck girder, in which perpendicular floorbeams support the deck on top of the two parallel main girders. A similar bridge over Jefferson Avenue (PA 18) was replaced in the early 1990's I-70 reconstruction.",,
3262,Interstate 70 Bridge over Chestnut Street (Eastbound),40.162172,-80.277998,PAWA_I70OverChestnutSt.jpg,pa/washington/,Pennsylvania,Washington,620070014421470,1960,1993,1960,,Beam,"Deck girder, multi-beam",,"114 / 224 (EB), 118 / 229 (WB)",,2009,"The Pennsylvania Department of Highways built a new limited access highway, Legislative Route 71, to connect the Pennsylvania Turnpike in New Stanton with US 40 in Washington in the late 1940's and early 1950's. After the Interstate Highway Act was signed, the freeway was extended to connect Wheeling, West Virginia, and beyond. The 1960 deck girder is an early interstate era bridge. It is one of the few surviving original bridges after the west Washington PA section of I-70 was rebuilt in the early 1990's.",,
3262,Interstate 70 Bridge over Chestnut Street (Westbound),40.162172,-80.277998,PAWA_I70OverChestnutSt.jpg,pa/washington/,Pennsylvania,Washington,620070014520300,1960,1993,1960,,Beam,"Deck girder, multi-beam",,"114 / 224 (EB), 118 / 229 (WB)",,2009,"The Pennsylvania Department of Highways built a new limited access highway, Legislative Route 71, to connect the Pennsylvania Turnpike in New Stanton with US 40 in Washington in the late 1940's and early 1950's. After the Interstate Highway Act was signed, the freeway was extended to connect Wheeling, West Virginia, and beyond. The 1960 deck girder is an early interstate era bridge. It is one of the few surviving original bridges after the west Washington PA section of I-70 was rebuilt in the early 1990's.",,
3263,Interstate 70 Pigeon Creek Bridge,40.13356,-79.99901,PAWA_I70PigeonCr.jpg,pa/washington/,Pennsylvania,Washington,620070032412150,1949,2010,1949,,Beam,Steel stringer (plate girder),,85 / 385,Pennsylvania Department of Highways,2010,"Dating from 1949, the stretch of Interstate 70 in the Bentleyville area is one of the oldest interstates in America. Designed and built by the state, the road opened as a new alignment of PA 71, modeled after the Pennsylvania Turnpike. The original road was to connect the Pennsylvania Turnpike in New Stanton with US 40 in Washington, Pa. The bridge over Pigeon Creek is one of the larger original bridges, and it still retains its original concrete balustrades. According to the Pennsylvania Historic Bridge Inventory, ''The five-span simply supported, 385'-long, built-up steel stringer bridge, built in 1949, is supported on concrete bents and abutments, and has standard design concrete balustrades.''",,
2520,Interstate 79 Connoquenessing Creek Bridges (Northbound),40.802586,-80.11804,PABU_I79OverConnoquenessingCr.jpg,pa/butler/,Pennsylvania,Butler,100079086415580,1962,,1962,,Beam,Continuous haunched deck girder,,"192 / 683 (NB), 192 / 628 (SB)",,2008,"The Interstate 79 Connoquenessing Creek Bridges are the longest I-79 bridges in Butler County. They are on an older stretch of road, dating from 1962. Interstate 79 was completed in 1976.",,
2520,Interstate 79 Connoquenessing Creek Bridges (Southbound),40.802586,-80.11804,PABU_I79OverConnoquenessingCr.jpg,pa/butler/,Pennsylvania,Butler,100079086515930,1962,,1962,,Beam,Continuous haunched deck girder,,"192 / 683 (NB), 192 / 628 (SB)",,2008,"The Interstate 79 Connoquenessing Creek Bridges are the longest I-79 bridges in Butler County. They are on an older stretch of road, dating from 1962. Interstate 79 was completed in 1976.",,
2862,Interstate 80 Allegheny River Bridge at Emlenton,41.174414,-79.69745,PACL_I-80AlleghenyR.jpg,pa/clarion/,Pennsylvania,"Armstrong, Clarion",160080044200000,1966,,1966,,Deck truss,"Warren riveted, continuous cantilever",Highest vehicular bridge in Pennsylvania,540 / 1675,"Buchart-Horn (Consultant), Ted Andrzejewski (Chief Engineer), Broadhead Construction",2001,"The Interstate 80 Allegheny River Bridge at Emlenton is the last remaining vehicular deck truss bridge over the Allegheny River north of the Allegheny County line (the river flows into the Ohio River at Pittsburgh, Allegheny County). The bridge is 270 feet high, making it the tallest vehicular bridge in Pennsylvania. As of 2010, the bridge is the 22nd tallest bridge in America and the fourth tallest on the interstate highway system. When the bridge opened to traffic, it was the tallest bridge carrying an interstate highway in America. ",,
2863,Interstate 80 Clarion River Bridge,41.188683,-79.41512,PACL_I80Clarion.jpg,pa/clarion/,Pennsylvania,Clarion,160080060415210,1964,1984,1964,,Deck truss,"Warren riveted, continuous cantilever",Longest spanning Interstate 80 bridge in Pennsylvania,612 / 1635,,2006,"The Interstate 80 Clarion River Bridge has the longest span of three interstate deck truss bridges in Clarion County. The bridge has a main span of 612 feet, making it the longest-spanning vehicular bridge in all of northern Pennsylvania. The bridge is also the only truss bridge spanning the main Clarion river.",,
2864,Interstate 80 Deer Creek Bridge,41.196675,-79.46207,PACL_I80OverDeerCr.jpg,pa/clarion/,Pennsylvania,Clarion,160080058015950,1965,1986,1965,,Deck truss,"Warren riveted, continuous cantilever",,281 / 1042,,2007,"The Interstate 80 Deer Creek Bridge is the shortest of three large Interstate 80 deck truss bridges in Clarion County. Built in 1965, the bridge is a late example of a deck truss with X-lacing.",,
2580,Interstate 80 North Fork Redbank Creek Bridges (Eastbound),41.170837,-79.07273,PAJE_I80NFKRedbankCr.jpg,pa/jefferson/,Pennsylvania,Jefferson,330080079411780,1962,,1962,,Beam,Haunched continuous deck girder and floorbeam system,,"200 / 1082 (EB), 200 / 1005 (WB)",,2010,"The Interstate 80 North Fork Redbank Creek Bridges are examples of original Interstate 80 large deck girder bridges. Western Pennsylvania is an eroded plateau, necessitating several long, high interstate bridges over valleys. There are 5 large bridges on the 40 mile Emlenton to Brookville segment, consisting of three deck trusses and two haunched deck girder bridges.",,
2580,Interstate 80 North Fork Redbank Creek Bridges (Westbound),41.170837,-79.07273,PAJE_I80NFKRedbankCr.jpg,pa/jefferson/,Pennsylvania,Jefferson,330080079512900,1962,,1962,,Beam,Haunched continuous deck girder and floorbeam system,,"200 / 1082 (EB), 200 / 1005 (WB)",,2010,"The Interstate 80 North Fork Redbank Creek Bridges are examples of original Interstate 80 large deck girder bridges. Western Pennsylvania is an eroded plateau, necessitating several long, high interstate bridges over valleys. There are 5 large bridges on the 40 mile Emlenton to Brookville segment, consisting of three deck trusses and two haunched deck girder bridges.",,
1928,Interstate 90 Six Mile Creek Bridge,42.126807,-79.949409,PAER_I-90SixMileCr.jpg,pa/erie/,Pennsylvania,Erie,250090033000000,1959,1987,1959,,Deck Truss,Warren riveted,"Only deck truss bridge in Erie County, longest-spanning bridge in Erie County","225 / 759 (EB), 225 / 806 (WB)",,2008,"The Interstate 90 Six Mile Creek Bridge is an example of a first generation interstate bridge, built only a few years after the passage of the Interstate Highway Act. The bridge is noteworthy for being the longest-spanning bridge in Erie County. It is the only deck truss bridge in Erie County. It is also the highest bridge in the county. The bridge is to be replaced in 2010 (westbound) and in 2011 (eastbound).",,
2063,Interstate 95 Brandywine Creek Bridge,39.756571,-75.552509,DENC_I-95BrandywineCr.jpg,de/new_castle/,Delaware,New Castle,1759 059,1964,1984,1964,,Beam,Haunched multi-beam / girder,,245 / 1882,,2009,"In 2003, Wilmington Resident Ed Bried noticed a 7-foot crack in the bridge. The crack has since been repaired.",,
3423,Iron Bridge Lane Bridge,40.622273,-79.763194,PAAA_IronBridgeLnBullCr.jpg,pa/allegheny/allegheny/,Pennsylvania,Allegheny,N/A,1878,,1878,,Pony Truss,"Pratt pin connected, wrought iron",,54,"Morse Bridge Company of Youngstown, OH, Reno (engineer)",2008,"The Iron Bridge Lane Bridge is the oldest truss bridge in Allegheny County. According to www.pghbridges.com, it is the second oldest unaltered bridge in Allegheny County. It was built in 1878 by the Morse Bridge Company of Youngstown, Ohio. Since the Morse Bridge Company started in 1878, the bridge is extremely important! It is one of two pin-connected pony truss bridges in the county (the Dorrington Road Bridge is the other, which is to be replaced in 2009). Due to Pittsburgh's dominance in bridge building, few Morse/Youngstown Bridge Company Bridges were built in southwestern Pennsylvania. Only a handful of pre-1880 iron bridges exist anywhere, and that number is dropping fast. It is essential that the bridge is preserved. Since the bridge is privately owned, the bridge does not face the same imminent threat of demolition as the government owned bridges. However, it was damaged by flooding due to Hurricane Ivan in 2004.",,
2684,Iron Bridge Road Bridge,40.775364,-77.067067,PASN_SR3007IronBrRdMiddleCr.jpg,pa/snyder/,Pennsylvania,Snyder,543007001002150,ca. 1890,1995,1890,,Thru Truss,Pratt pin-connected,Eligible for the National Register of Historic Places,115,Variety Iron Works,2010,"According to the PAHBI, ''The 1 span, 115'-long, pin-connected Pratt thru truss bridge built ca. 1890 is supported on stone abutments with concrete bridge seats added (1995). The lightly built trusses have lower chords and diagonals of eye bars, and upper chords, end posts, and verticals of channels with lacing. The bridge has lattice portal bracing and built-up upper laterals with an inverted fishbelly shape. The floorbeams, stringers and deck were replaced in 1995, but the floorbeams were reconnected to the trusses in the original manner with U-shaped hangers from the lower chord pins. The end panel lower chord members were post tensioned with rods placed to the inside of the eye bars. The bridge is among the early examples of its type/design in the region. The 1995 deck replacement was sensitive to the original fabric/appearance. The Variety Iron Works, a Cleveland, Ohio, fabricator, built bridges from ca. 1888-1907, but was most active in the 1890s. The bridge's date of construction is undocumented by available records but ca. 1890 is appropriate based on company history and style. The bridge is a historically and technologically significant example of its type/design with distinctive details like the lattice web end posts and the fact that is a rare instate example of the fabricator.'' According to historicbridges.org, ''The bridge displays several noteworthy, distinctive, or uncommon, details, many of them associated with the Variety Ironworks. The pedimented design of the struts is present on all known through trusses built by the company, and the design of the portal bracing is seen on nearly all of the known trusses built by the company. The use of lattice instead of cover plate, particularly on the top chord (except at the center two panels), is another design the company often used. This particular bridge also has lattice on the top of the endpost as well, which is an uncommon feature among highway truss bridges of this period in history. The hip verticals have up-set eyebars that have an uncommon shape (not circular) which is an unusual detail that has shown up on other Variety Ironworks spans.''",,
3647,Iron Bridge Trail Bridge,39.882639,-80.436734,PAGR_IronBrTrNFkDunkardFkWheelingCr.jpg,pa/greene/,Pennsylvania,Greene,307935621413000,1914,ca. 2007,1914,,Pony Truss,"Pratt pin-connected, full slope",,96,,2008,"The Iron Bridge Trail Bridge once served a local road (McNay Ridge Road), which connected Bristoria Road with McClellan Road. In 1958 the land was acquired to create Ryerson Station State Park, which opened in 1967. The bridge and road became Iron Bridge Trail. The main attraction of the park is the Ronald Duke Lake, which was formed with the construction of a dam in 1960. After cracks were discovered in the dam, the water was drawn down in 2005. The lake will not be restored for several years. The bridge, however, was restored, sometime around 2007. At nearly 100 feet, it is a long example of a Pratt pony truss. Dating from 1914, it is a late example of a pin-connected truss.",,
900,Ironton-Russell Bridge,38.532087,-82.688609,KYGR_IrontonRusselBrOhioR.jpg,ky/greenup/,Ohio,"Greenup, Lawrence",4401255,1922,1962 / 2008,1922,,Thru Truss,Warren/Baltimore cantilever truss with camelback thru truss approach,,2401,,2005,"The 1922 Ironton Russell Bridge was the first bridge over the Ohio River between Parkersburg, WV, and Cincinnati, OH. Today it is the oldest remaining cantilever truss over the entire Ohio River! However, it may not hold this distinction for much longer, as it is to be replaced. The bridge was to be replaced by a single tower cable-stayed bridge to open in 2008 or 2009. However, due to significant increases in construction prices between 2003 when final design began and 2006, the cost of the new bridge ballooned to $110 million, 30% over budget. As a result, the design for the new bridge was changed to a two tower cable-stayed bridge. Due to the delays from the redesign, the new bridge will not open until around 2015. In the meantime, ODOT spent $1.1 million in 2008 to make repairs to the Ironton Russell Bridge. The bridge was last rehabilitated in the 1970's, in which plates were welded onto the bridge, weakening the members. The welding violated welding codes. Today the bridge is closed when temperatures go below -5 degrees F. Only vehicles narrower than 7.5 feet are allowed to use the bridge. The bridge is also unusual in that ramps on both sides are perpendicular to the bridge, connecting streets that are parallel with the river. As the oldest cantilever over the Ohio River, would it not be wonderful if an organization could assume ownership of the bridge and restore it for pedestrian use? While such a conversion has been done in cities such as Cincinnati and Nashville, such conversions are few and far between.",,
2837,Ironville Bridge,40.659704,-78.217796,PABL_SR1014LJuniataRIronville.jpg,pa/blair/,Pennsylvania,Blair,071014001001100,1912,,1912,2010,Arch,Closed spandrel concrete arch,One of only two multi span concrete arch bridges in Blair County,76 / 166,"H. G. Hinkle (Engineer), Curwensville Construction Company (Contractor)",2010,"According to the PAHBI, ''The 2 span, 166'-long, reinforced concrete deck arch bridge built in 1912 to plans developed by the county has raised paneled parapets, concrete abutments, and a concrete bullnosed pier. The bridge is one of 13 surviving deck arch bridges designed by the Blair County engineer and built between 1908 and 1913.''",,
3045,Irvona Bridge,40.772043,-78.549,PACF_Rt53Irvona.jpg,pa/clearfield/,Pennsylvania,Clearfield,170053008017640,1940,,1940,,Pony Truss,Parker riveted,,130 / 274,"Pennsylvania Department of Highways, H. B. Putnam (Contractor)",2007,"According to the PAHBI, ''The 1940, skewed, 2 span, 274'-long, rivet-connected Parker pony truss bridge is supported on a concrete pier and concrete abutments with wingwalls. The identical spans have built-up upper and lower chords and rolled I section verticals and diagonals. It has a cantilevered sidewalk and it is finished with standard metal railings.''",,
3207,Irwin Interchange Bridge over the Pennsylvania Turnpike,40.310687,-79.677808,PAWE_IrwinIntOverPaTpk.jpg,pa/westmoreland/,Pennsylvania,Westmoreland,647076990067400,1952,1988,1952,,Beam,Thru girder and floorbeam system,,108,Pennsylvania Turnpike Commission,2007,"The 1952 Irwin Interchange Bridge is one of the 1952 Western Extension bridges. The bridges consist of thru girders and stringers. Since the original 1940 Pennsylvania Turnpike ended at the Irwin Interchange, a new bridge was built over the mainline to accommodate the redesigned interchange as part of the extension.",,
1034,Iselin Road Bridge,40.543548,-79.38228,PAIN_SR3021HarpersRun.jpg,pa/indiana/,Pennsylvania,Indiana,323021002000000,1930,,1930,,Arch,Closed spandrel elliptical concrete arch,,23,"Pennsylvania Department of Highways, M Bennett & Sons (Contractor)",2008,"According to the PAHBI, ''The 1930, skewed, 29'-long, closed spandrel filled concrete deck arch bridge has concrete balustrades. It is a typical example of a common bridge type that was used frequently from the 1910s through the 1950s.'' Note the sharp skew of the arch in the photograph of the bridge.",,
1738,Ivydale Bridge (J.C. Cruikshank Memorial Bridge),38.536119,-81.034196,WVCL_CR46ElkRIvydale.jpg,wv/clay/,West Virginia,Clay,08A068,1939,,1939,,Thru Truss,Parker with deck girder (stringer) northern approach,,163 / 338,"Fabricated by Pan-American Bridge Co., New Castle, IN; Erected by E. R. Mills, Charleston, WV.",2008,"The main span of the Ivydale Bridge is a state standard Parker thru truss. Note the one concrete pier in the photograph. The previous bridge had a longer main span than the current bridge. When West Virginia replaced the bridge, they built a new pier in the river for the end of the shorter truss. Instead of one approach span, the newer bridge has two.",,
932,Jackson Street Bridge,39.862099,-79.057277,PASO_PA653BuffaloCr.jpg,pa/somerset/,Pennsylvania,Somerset,550653035014060,1925,,1925,2008,Beam,Concrete tee beam,,34 / 107,Pennsylvania Department of Highways,2008,The Jackson Street Bridge was a state-standard concrete tee beam bridge. The photograph was taken a few weeks before its demolition.,,
1750,James Rumsey Bridge,39.4364,-77.801657,WVJE_JamesRumseyBrPotomacR.jpg,wv/jefferson/,West Virginia,"Jefferson, Washington",100000210002010,1939,,1939,2006,Deck Truss,Wichert deck continuous cantilever truss with Warren webbing,,196 / 1026,,2004,"The former James Rumsey Bridge was one of only five Wichert truss bridges in the world. Well, now there are only four left. The Wichert truss is an open hinged diamond-shaped structure that makes each span of the continuous truss statically determinate. The bridge was one of only two with Warren truss webbing. The other bridge, also located over the Potomac River in Washington County, Maryland, was built at the same time to the same design. That bridge was rehabilitated. The Rumsey Bridge was replaced by a haunched weathering steel deck girder in 2004. The bridge was named after James Rumsey, who successfully demonstrated his steamboat on the Potomac River on December 3 and 11, 1787. According to a report about the new bridge, the haunched girder design with a span exceeding than 400 feet (425 feet) is 'relatively rare.' Really?",,
3424,Jefferson Heights Road Bridge,40.442802,-79.81378,PAAM_JeffersonHeightsRdOverI376.jpg,pa/allegheny/monongahela/,Pennsylvania,Allegheny,022092001000000,1962,,1962,,Beam,Deck girder,,112 / 250,Pennsylvania Department of Highways,2008,"The Jefferson Heights Road Bridge is the only structure built specifically to span the Parkway East mainline that has more than one span. The bridge was rehabilitated in 2009, in which the main girders were removed, repaired, and re-erected.",,
3648,Jefferson Road Bridge,39.902292,-80.155585,PAGR_Rt188SFkTenmileCr.jpg,pa/greene/,Pennsylvania,Greene,300188002007530,1920,,1920,2009,Arch,Open spandrel concrete arch,Listed on the National Register of Historic Places,132,"Designed by T. B. Dinsmore, built by Lippencott Brothers",2006,"The Jefferson Road Bridge is the only concrete arch bridge listed on the National Register of Historic Places in Greene County. It was determined eligible in 1984. It is also the only open spandrel concrete arch bridge in the county. It was a rare surviving open spandrel concrete arch that retained its original road deck and balustrades. Despite its rarity and historical significance, the bridge was be replaced and demolished in 2009. Being one lane wide, the bridge was a bottleneck on PA 188. With the Point Marion Monongahela River Bridge which also was demolished in 2009, Greene County lost all of its National Register-Listed bridges (with the exception of covered bridges) the same year. Many of the covered bridges have recently been rehabilitated and retrofitted with steel support structures.",,
3165,Jefferson Street Bridge,40.996035,-80.347046,PALA_PA18PA168JeffersonSt.JPG,pa/lawrence/,Pennsylvania,Lawrence,370018032024580,1921,,1921,,Beam,Thru girder and floorbeam system,,176,,1998,"According to the PAHBI, ''The single-span, 180'-long, steel built-up through girder bridge, built in 1921, is supported on concrete abutments with wingwalls. It has steel balustrade flanked sidewalks cantilevered from the bridge's sides. Girder bridges were first developed by the railroad industry in the 1850s, and they were used on roadways beginning in the late 19th century.''",,
2100,Jennings Randolph Memorial Bridge,40.619368,-80.561757,OHCO_JenningsRandolph.jpg,oh/columbiana/,Pennsylvania,"Columbiana, Hancock",15A025,1977,,1977,,Thru Truss,Pratt with deck girder approach spans,,745 / 2023,,1999,"The Jennings Randolph Memorial Bridge, with a main span of 745 feet, is the longest-spanning simple truss bridge in North America. It replaced an 1897 suspension bridge in 1977. The then-world's longest arch bridge, the New River Gorge Bridge, opened that same year in West Virginia.",,
782,Jennings Road Bridge,39.649955,-79.181567,MDGA_JenningsRdSBrCasselmanR.jpg,md/garrett/,Maryland,Garrett,200000G-0101010,1917,,1917,,Arch,Parabolic closed spandrel concrete arch,Eligible for the National Register of Historic Places,46,The Concrete Steel Bridge Company,2007,"The Jennings Road Bridge is a closed spandrel concrete arch bridge that maintains excellent historic integrity. It is the only non-beam bridge over any of the two Casselman River branches. Dating from 1917, it ties with the smaller Chet Kelly Road Bridge as the oldest concrete arch bridge in the county.",,
587,Jericho Road Bridge,40.406119,-79.125413,PAIN_JerichoRdRichardsRun.jpg,pa/indiana/,Pennsylvania,Indiana,327222060500540,1910,,1910,,Arch,Closed spandrel segmental stone arch,Eligible for the National Register of Historic Places,20 / 44,,2008,"According to the PAHBI, ''The 2 span, 44'-long, rusticated ashlar stone arch bridge has stepped, flared wingwalls and concrete scour protection. It dates stylistically to ca. 1910. The low parapets appear to have been rebuilt. The bridge has been insensitively repointed, but the original bonding pattern has been maintained. Stone arch bridges are not common in the region, and this example, which has integrity of design and workmanship is historically significant as a rare and complete regional example of the important bridge type.''",,
3425,Jerome Street Bridge (Lysle Boulevard Bridge),40.35046,-79.8701,PAAM_JeromeStYoughiogheny.jpg,pa/allegheny/monongahela/,Pennsylvania,Allegheny,022094001000590,1937,1988,1937,,Arch,Two-hinged crescent thru arch,,315 / 761,"Allegheny County, John F. LaBoon, Henry Hornbostel, Park Martin, George S. Richardson",2002,"The Jerome Street Bridge is listed on the National Register of Historic Places. It is the only example of a thru arch bridge over the Youghiogheny River. The bridge was designed by Allegheny County and funded through the Federal Emergency Administration of Public Works. A plaque reads, ''This bridge was planned and designed during 1934-35 by the Allegheny County Authority. Construction work was commenced October 18, 1935. The bridge was completed in 1937 by the County Commissioners.'' As with Allegheny County-designed bridges at the time, much care was given to the overall appearance of the bridge. Henry Hornbostel was involved with the design of the bridge. The bridge is also similar to the railroad spans of the McKees Rocks Bridge in Allegheny County. ",,
1603,Jersey Shore Bridge,41.202463,-77.252276,PALY_PA44WChSusquehannaRJerseyShore.jpg,pa/lycoming/,Pennsylvania,Lycoming,410044042014730,1933,2000,1933,,Thru Truss,Parker riveted,,220 / 445,Pennsylvania Department of Highways,2007,"The 1933 Jersey Shore Bridge is one of the last remaining truss bridges on the West Branch Susquehanna River. Once the Shawville Bridge and the Arch Street Bridge are demolished, it will be one of only three two-span truss bridges on the West Branch. The bridge is an example of a state-standard Parker truss. The bridge was rehabilitated in 2000, and it has a sufficiency rating of 73.4% (2007).",,
2959,Jerusalem Road Bridge,41.836692,-80.426638,PACR_JerusalemRdStoneRun.jpg,pa/crawford/,Pennsylvania,Crawford,207202088530030,1884,,1884,,Pony Truss,"Pratt pin-connected, full slope",Eligible for the National Register of Historic Places,68,Morse Bridge Company,2008,"According to the PAHBI, ''The 1884, pin connected, single span, 68'-long, Pratt pony truss bridge is supported on ashlar abutments. The traditionally composed trusses have metal rod diagonals and hip verticals, built up upper chords and verticals, and eye bar diagonals. The beam guiderails were added ca. 1990. Crawford County is rich in pin connected, metal truss bridges. A total of 35 ranging in date from 1870 through the early 20th century remain in the county. This bridge stands out as an early, complete, documented example of a pin connected Pratt pony truss bridge. Adding to its significance is its documentation to the Morse Bridge Company, a short-lived but prolific regional bridge fabricator. The bridge is historically and technologically significant.''",,
2694,Jim Thorpe Memorial Bridge,40.867655,-75.73588,PACB_JimThorpeBrLehighR.jpg,pa/carbon/,Pennsylvania,Carbon,130903001000420,1953,1976,1953,,Beam,Steel continuous haunched girder and floorbeam system,,151 / 613,Pennsylvania Department of Highways,2010,"According to the PAHBI, ''The 610' long, 5-span viaduct is composed of 4 continuous welded deck girder spans and one stringer spans all supported on concrete column bents. It has metal railings. The columns supporting the stringers have been augmented with I section helper bents placed in 1976.''",,
439,John Bright No. 1 Bridge,39.736492,-82.584695,OHFA_JohnBrightBrNo1.jpg,oh/fairfield/,Ohio,Fairfield,,1884,1999,1884,,Thru Truss,Iron rigid suspension (or inverted bowstring),"Only one of its type; Listed on the National Register of Historic Places, 1978",90,"Hocking Valley Bridge Works, Augustus Borneman",2009,"The 1884 John Bright No. 1 Bridge (originally constructed on John Bright's property) is the only all-metal example of its type (a rigid suspension or inverted bowstring) in America. The bridge was constructed by a local company, The Hocking Valley Bridge Works of Lancaster, Ohio. The company was started by Augustus Borneman in 1881 and lasted until the early 1900's. The bridge is similar to a Berlin Iron Company lenticular truss bridge except that the top chord is flat rather than inclined. Prior to the all-metal example, Borneman had designed similar wood / iron hybrid bridges that were covered, such as the nearby John Bright No. 2 Bridge. Therefore, the bridge appears to be an experimental all-metal version of the covered hybrid bridge. It is not know if any more of these iron examples were built. In 1999, the bridge was moved to cross Fetters Run, connecting Ohio University - Lancaster Campus with Festival Hill. This is an excellent example of a restoration and reuse of a historic bridge.",,
